;U I T G A V E N;;;;
Datum Boeking;Soort uitgaven ;Categorie ;Hoofdrubriek ;Omschrijving factuur ;Realisatie boeking 
27-12-16;Materiële uitgaven;Diensten en middelen;"Documentmanagement
Documentontwikkeling en -verwerking";Aanpassing rapportsjablonen;229,90
8-12-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Geschenk personeel;275,60
21-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Brainstorm VO 2016;326,70
1-12-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;417,34
15-12-16;Materiële uitgaven;Communicatie;Diversen communicatie;Fotografie;435,60
15-12-16;Personele uitgaven;externe inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoopadvies;435,60
21-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Brainstormsessie;435,60
21-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;519,09
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;564,49
15-12-16;Personele uitgaven;externe inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoopadvies;603,20
21-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;648,86
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;705,61
1-12-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;727,32
1-12-16;Materiële uitgaven;ICT;Beheer en onderhoud hardware;Onderhoud glasvezel;744,53
12-12-16;Personele uitgaven;Externe Inhuur;Communicatieadvisering;Communicatieadvisering;878,46
1-12-16;Personele uitgaven;Externe Inhuur;Communicatieadvisering;Inzet tolk;900,00
21-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;911,61
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;987,86
27-12-16;Personele uitgaven;Externe Inhuur;Communicatieadvisering;ondersteuning integraal jaarverslag;998,25
7-12-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening.;Inhuur IT ondersteuning bij externe accommodatie;1.031,15
21-12-16;Personele uitgaven;Externe Inhuur;Organisatie- en formatieadvies;Organisatie- en formatieadvies;1.064,80
12-12-16;Materiële uitgaven;Communicatie;Diversen communicatie;Bijdrage rapport;1.078,11
12-12-16;Personele uitgaven;Externe Inhuur;Communicatieadvisering;Communicatieadvisering;1.148,40
12-12-16;Personele uitgaven;Externe Inhuur;Communicatieadvisering;Communicatieadvisering;1.277,76
28-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur tbv onderzoeksrapport;1.500,00
1-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur tbv onderzoeksrapport;1.638,57
28-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;advisering rapport;1.815,00
7-12-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;1.936,00
21-12-16;Personele uitgaven;Externe Inhuur;Organisatie- en formatieadvies;Organisatie- en formatieadvies;2.323,20
21-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;2.332,70
19-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoop;2.625,70
15-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;inhuur tbv rapport;2.874,96
19-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;2.962,08
12-12-16;Personele uitgaven;Externe Inhuur;Communicatieadvisering;Communicatieadvisering;3.292,41
15-12-16;Personele uitgaven;Externe Inhuur;Organisatie- en formatieadvies;organisatie- en formatieadvies;3.886,52
15-12-16;Personele uitgaven;Externe Inhuur;Organisatie- en formatieadvies;organisatie- en formatieadvies;3.886,52
21-12-16;Personele uitgaven;Externe Inhuur;Communicatieadvisering;Inzet tolk;4.200,00
1-12-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;4.283,40
21-12-16;Materiële uitgaven;Huisvesting;Verwerven en afstoten ;Advies huisvesting;4.599,94
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;4.758,00
12-12-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;4.899,72
19-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur ICT advies;4.977,94
7-12-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ;Medische keuringen;5.202,22
1-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;inhuur tbv rapport;5.487,12
7-12-16;Personele uitgaven;Externe Inhuur;Organisatie- en formatieadvies;Organisatie- en formatieadvies;5.662,80
7-12-16;Personele uitgaven;Externe Inhuur;Organisatie- en formatieadvies;Inhuur Strategisch Adviseur;6.259,94
19-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoop;6.564,25
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;6.582,40
19-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoop;6.606,00
15-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;inhuur tbv rapport;7.491,11
7-12-16;Personele uitgaven;Externe Inhuur;Organisatie- en formatieadvies;organisatie- en formatieadvies;8.470,00
12-12-16;Personele uitgaven;Externe Inhuur;Communicatieadvisering;Communicatieadvisering;8.987,88
1-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;9.050,80
7-12-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ;Medische keuringen;9.075,96
7-12-16;Personele uitgaven;externe inhuur;Organisatie- en formatieadvies;Organisatie- en formatieadvies;9.398,68
21-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur IT-expertise;10.641,35
15-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoop;11.027,94
15-12-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;11.499,84
21-12-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;11.616,00
15-12-16;Personele uitgaven;externe inhuur;Accountancy, financiën en administratieve organisatie;Inhuur tbv onderzoeksrapport;13.965,22
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoopadvies;14.141,27
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur accountancy;14.520,00
1-12-16;Personele uitgaven;Externe Inhuur;Organisatie- en formatieadvies;Organisatie-advies;15.380,00
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur ICT advies;16.983,56
1-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur onderzoeksrapport;17.966,08
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur onderzoeksrapport;19.931,12
1-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur onderzoeksrapport;20.734,56
15-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;inhuur tbv rapport;21.562,20
15-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;inhuur tbv rapport;21.939,72
12-12-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur onderzoeksrapport;21.954,24
1-12-16;Materiële uitgaven;Bijdrage SSO;Bijdrage SSO;exploitatie Haagse Ring 2016;29.856,00
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Studieboeken;15,49
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Studieboeken;62,50
21-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Coaching;235,95
12-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;350,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;395,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;450,00
14-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;473,87
19-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus BHV;479,58
19-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus BHV;479,58
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus BHV;479,58
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;485,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;485,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;485,00
12-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;495,00
12-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;495,00
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Studieboeken;544,77
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;550,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;550,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;550,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Training;595,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;595,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;595,00
21-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;700,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;924,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;960,00
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;1.100,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;1.150,00
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;1.300,00
27-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Training;1.500,00
12-12-16;Personele uitgaven;externe inhuur;Organisatie- en formatieadvies;Organisatie- en formatieadvies tbv OR;1.887,60
21-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;2.050,00
21-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;2.050,00
15-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Cursus;2.670,23
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Presentatie;3.630,00
7-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;4.199,79
12-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Accountantsdag 2016;6.000,00
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;7.393,23
1-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Opleiding;15.600,00
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Reiskosten binnenland;2.002,60
7-12-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Afdelingsborrel;67,50
21-12-16;Personele uitgaven;Eigen Personeel;studie en opleiding;Workshop;154,53
7-12-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;203,90
12-12-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Afdelingsborrel;280,52
7-12-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;627,00
7-12-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;1.265,00
12-12-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;2.460,00
7-12-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;8.455,55
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Noorwegen;20,20
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;58,16
7-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tunesië;164,48
29-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;166,08
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Portugal;214,16
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;226,60
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;245,52
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Duitsland;271,80
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Luxemburg;291,00
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Luxemburg;291,00
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Luxemburg;291,00
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Noorwegen;295,77
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis België;301,40
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Polen;312,62
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis België;315,80
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Israël;330,49
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Israël;330,49
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tsjechië;337,60
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Ijsland;340,62
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Denemarken;347,85
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Ammouche;355,70
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Ammouche;355,70
29-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Noorwegen;390,47
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Oostenrijk;399,74
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;433,15
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;433,15
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tunesië;455,99
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tsjechië;467,62
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tsjechië;467,62
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Oostenrijk;482,61
1-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis ;483,85
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tanzania;494,27
15-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Libanon;508,64
19-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Abu Dhabi;512,89
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tunesië;581,86
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis ;692,00
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Zuid-Afrika;707,80
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Italië;735,12
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Tunesië;747,13
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;752,46
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Italië;793,96
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Marokko;936,40
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Marokko;950,19
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Marokko;974,39
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Marokko;1.017,57
21-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Abu Dhabi;1.241,67
30-12-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Liberia;1.325,86
